@relation 'random2.csv'

@attribute name string
@attribute timestamp numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric

@data
08.wav,8.900000,5.775138,0.273980,0.149461,2.761372,3.439242,5.132429,2.274927,2.380606,6.612304,3.533066
08.wav,8.920000,4.471455,4.487724,1.760315,5.157181,7.197960,4.534110,5.116163,2.161980,6.922461,4.317016
08.wav,8.940000,5.784012,3.318420,3.368420,4.549850,4.651750,7.363462,2.397140,3.921848,5.550643,4.026381
08.wav,8.960000,3.922538,4.815751,4.820849,5.264903,2.840250,3.071666,5.729166,5.501815,6.793543,2.166684
08.wav,8.980000,2.001064,3.974612,0.876715,3.456585,7.081140,2.746671,2.314844,2.526435,6.492760,1.830643
08.wav,9.000000,2.014625,3.593319,1.715896,4.549041,7.242085,6.946502,2.845684,3.709830,5.395094,3.307886
08.wav,9.020000,2.654568,0.601351,0.181442,0.933782,6.154329,5.097236,6.239783,5.144889,2.474231,4.491978
08.wav,9.040000,1.293780,3.824191,4.175923,4.367351,6.090703,5.864576,3.874280,4.278542,5.528430,1.507105
08.wav,9.060000,1.701382,0.621572,1.640701,2.112881,4.272640,3.566893,4.679430,2.247033,3.065487,2.433936
08.wav,9.080000,4.723305,1.622140,2.664205,0.779519,7.225828,5.381125,1.658068,1.529132,6.836889,1.839413
08.wav,9.100000,3.124285,0.466402,2.431417,0.759557,4.440037,3.766362,6.074433,6.040931,3.499666,2.976978
08.wav,9.120000,3.032880,1.726412,3.950559,2.053831,2.939696,3.521415,2.803728,3.545964,4.954058,4.722206
08.wav,9.140000,0.937624,4.181030,2.321467,3.315693,4.309573,3.828189,4.973555,4.842669,5.200915,4.169659
08.wav,9.160000,2.840714,4.009168,3.208234,4.411664,4.574253,5.046471,2.521093,4.101038,6.231625,4.417651
08.wav,9.180000,4.331155,3.772030,4.153371,1.423467,3.389292,4.576823,3.714088,2.233524,4.995353,1.941665
08.wav,9.200000,4.773990,3.345711,2.197528,5.438173,6.576242,3.566099,2.672107,5.835973,5.720335,1.113237
08.wav,9.220000,4.286255,4.628009,3.793811,1.556191,5.474268,3.191078,4.371914,3.410188,6.439981,4.106816
08.wav,9.240000,5.331163,0.770186,2.831675,2.648764,3.092145,7.261389,5.698789,5.769052,4.818308,1.134685
08.wav,9.260000,2.883340,2.048243,3.232570,3.363278,4.680419,6.957154,2.749416,2.344980,6.212458,5.829388
08.wav,9.280000,3.287906,3.674069,2.086523,1.434624,6.435547,6.927158,6.211511,6.101281,2.741552,3.574019
08.wav,9.300000,5.419526,2.059673,4.915766,5.288037,4.625634,5.910998,2.082982,2.279234,2.638223,2.613558
08.wav,9.320000,3.711006,3.680363,2.379463,1.625584,4.151169,6.001538,6.176014,1.762701,2.203373,4.619761
08.wav,9.340000,4.445967,0.841772,1.208152,3.154596,6.514946,5.341261,4.220867,4.344608,3.676901,3.333427
08.wav,9.360000,4.066615,4.929376,0.644552,1.564318,6.413140,3.562185,1.769446,2.452657,3.411894,2.749355
08.wav,9.380000,3.807260,4.911542,3.488517,2.660385,3.329839,2.530026,1.536773,1.869614,6.637470,3.881489
08.wav,9.400000,4.564914,3.301265,2.171671,4.046851,4.693636,6.118100,5.233318,4.828612,6.932072,5.726660
08.wav,9.420000,4.759064,1.795410,0.061017,0.969385,6.204709,5.321652,2.160793,2.646682,6.204691,4.062029
08.wav,9.440000,1.935982,1.559858,2.911345,5.634487,4.154403,4.591320,4.186967,5.696229,4.265335,4.758546
08.wav,9.460000,5.658549,3.424505,0.736116,2.144697,2.831359,3.772904,2.350126,1.957196,6.480162,1.046864
08.wav,9.480000,1.975678,4.776735,3.347710,4.036606,4.427887,3.439939,4.647047,4.698009,3.466454,1.842480
08.wav,9.500000,3.731528,1.844834,0.859350,4.933752,5.045035,7.241364,1.650281,5.556267,5.892238,2.078434
08.wav,9.520000,3.610301,2.225877,3.707560,1.594965,6.244904,4.774460,3.363104,3.432080,6.789581,1.606942
08.wav,9.540000,4.110527,2.835381,2.976412,4.949421,5.088770,6.609393,3.968505,2.637422,3.151874,3.146942
08.wav,9.560000,4.530852,3.551619,0.122527,4.152320,7.080473,6.489774,2.831000,3.263712,6.113014,2.056007
08.wav,9.580000,2.641665,1.574167,1.920859,0.702681,6.999779,2.971032,5.774583,3.516465,5.233513,5.249721
08.wav,9.600000,3.191308,1.817896,3.999591,5.620059,5.559395,5.835755,1.621070,4.853683,2.376603,5.644191
08.wav,9.620000,5.793870,1.473295,2.033159,2.007809,4.196506,6.664595,3.141667,3.225738,5.915179,2.321335
08.wav,9.640000,2.984203,4.000857,2.280952,4.768086,4.597172,4.735137,4.799056,2.994284,6.663147,3.622516
08.wav,9.660000,4.385380,1.518894,1.807645,4.151285,4.787633,5.870496,3.295416,3.012860,5.327771,1.135245
08.wav,9.680000,2.001013,4.051428,4.653828,4.699820,3.068911,6.768490,6.350071,3.221884,6.464365,3.856032
08.wav,9.700000,1.252062,3.924452,3.611356,2.048384,3.746901,5.192483,2.560932,5.149651,6.596329,5.816536
08.wav,9.720000,0.960676,0.564686,3.052261,1.079704,2.514894,5.010358,5.774938,3.823527,6.429708,3.996426
08.wav,9.740000,5.829115,0.853648,4.366940,0.767104,2.996375,7.325146,6.001944,5.806813,5.013246,5.242697
08.wav,9.760000,3.134031,1.474039,3.762454,1.662207,3.799239,7.094089,5.787676,5.939096,2.643590,5.441539
08.wav,9.780000,4.120259,4.328046,2.536159,2.288475,6.216418,4.104491,5.593898,4.594283,6.253401,5.410169
08.wav,9.800000,4.766455,1.248691,1.954665,2.818134,2.787421,2.855168,6.208419,4.009081,5.805271,1.995228
08.wav,9.820000,3.284630,0.314747,4.403020,3.633029,5.582603,3.594750,4.433641,5.221756,5.866620,4.690728
08.wav,9.840000,5.033540,3.820500,3.830156,0.984906,4.273544,2.902941,6.052739,4.426249,3.390667,5.049142
08.wav,9.860000,2.570877,1.221473,1.603220,4.835790,4.067770,6.177011,6.216227,2.196786,4.519015,1.177296
08.wav,9.880000,3.315621,4.481550,3.383085,2.638112,5.290438,2.513606,5.692523,5.844885,3.252372,3.290105
08.wav,9.900000,2.021043,5.116369,2.937408,4.544162,7.256935,5.578127,4.295097,4.389858,2.290348,1.176754
08.wav,9.920000,2.509012,2.254228,4.425094,0.895368,6.617770,6.806313,3.926266,2.081803,4.199446,3.637023
08.wav,9.940000,2.679702,1.343531,3.847104,0.956799,7.240896,5.667564,3.324983,1.609564,3.826825,4.106371
08.wav,9.960000,3.492406,0.462349,1.541945,1.267294,3.393758,4.386287,2.398130,3.855596,5.298892,4.688565
08.wav,9.980000,5.612811,2.277880,2.319868,1.641233,2.598242,6.701161,6.090728,2.629501,2.947869,1.315360
08.wav,10.000000,1.756365,1.735307,1.345882,2.252140,3.732150,3.665260,3.277118,4.095915,4.703314,4.548659
08.wav,10.020000,1.645309,1.694407,5.040718,4.283556,3.084865,4.566323,2.263477,5.089262,5.644078,2.510000
08.wav,10.040000,3.500642,3.090800,0.586610,3.415521,6.575586,6.013928,4.991748,1.812841,2.360492,5.709957
08.wav,10.060000,5.627978,3.339098,2.021764,2.831677,3.952753,4.863192,1.702339,2.791897,5.315503,5.402386
08.wav,10.080000,1.992942,0.292281,3.574286,2.222020,3.417056,4.391194,2.409127,1.519825,6.121283,1.160945
08.wav,10.100000,4.910477,3.556789,1.219169,0.777437,6.517853,6.441669,3.418479,4.777801,5.624205,5.540535
08.wav,10.120000,3.110164,2.161016,3.354877,5.250547,5.427179,4.706964,5.393271,3.505493,6.212277,5.839466
08.wav,10.140000,4.421962,3.230159,0.229051,1.631192,6.019233,4.375410,3.426369,5.025528,2.037796,1.866598
08.wav,10.160000,3.377133,1.552180,4.620221,3.973390,4.045662,5.917664,3.861607,4.281585,2.011320,5.421360
08.wav,10.180000,4.150973,1.902769,4.090563,1.395918,2.539163,4.749015,1.540805,2.416586,5.146268,4.595335
08.wav,10.200000,5.395894,3.301260,4.560043,1.770800,6.636255,6.212843,1.625602,4.354807,2.999139,4.976749
08.wav,10.220000,3.201959,2.610214,0.163451,1.669912,5.724189,4.983739,6.397616,1.926264,3.496207,2.024430
08.wav,10.240000,4.731319,2.935518,4.529289,4.542724,2.529482,6.474700,5.423868,4.365733,6.725272,2.067004
08.wav,10.260000,1.807128,3.779870,4.375410,2.437297,4.846095,6.708551,2.536724,2.978595,3.009409,5.607036
08.wav,10.280000,2.353137,1.869767,1.917404,3.929553,5.289349,4.820506,4.293417,5.968603,4.632889,4.856850
08.wav,10.300000,2.204687,3.528245,2.423240,0.889393,5.359587,5.031634,5.353725,3.626609,4.119217,2.291168
08.wav,10.320000,3.235890,4.988105,3.653996,0.875541,3.801918,6.002824,4.282993,3.512182,4.358231,3.940236
08.wav,10.340000,5.802245,1.672465,0.780453,0.845924,3.040144,4.569474,5.651062,1.764124,3.888352,4.121637
08.wav,10.360000,1.157503,0.329190,2.104673,3.591419,3.299461,3.725118,1.956277,4.984837,3.396909,4.117167
08.wav,10.380000,1.374276,2.244591,3.740112,3.982967,7.096085,5.032065,3.478922,2.227196,4.877731,2.819937
08.wav,10.400000,2.448608,1.795919,2.394143,5.502902,4.130096,3.079034,5.476250,3.214436,5.056685,5.088969
08.wav,10.420000,4.643442,2.517149,3.384894,1.657067,3.614850,4.363102,5.433966,3.947974,2.870208,2.130935
08.wav,10.440000,4.118171,4.363737,2.662010,2.322700,4.683547,4.360198,6.070196,2.552371,5.926805,2.492699
08.wav,10.460000,2.892285,1.024090,0.645702,3.412279,4.654089,4.945865,4.663653,1.768358,2.724264,5.541812
08.wav,10.480000,1.493695,1.398113,4.487751,4.086354,3.541342,4.469428,4.401598,6.020211,3.415860,4.192475
08.wav,10.500000,5.172353,0.180873,4.791907,5.000031,2.736087,4.312195,4.951802,2.372117,5.412941,2.039662
08.wav,10.520000,1.312008,3.359286,0.456203,1.275122,4.922943,5.486717,5.973749,3.735987,3.526917,2.673470
08.wav,10.540000,4.479016,3.509190,0.156039,1.374125,6.155667,3.701951,5.354767,2.125688,4.718200,4.227572
08.wav,10.560000,1.243276,1.717238,3.419408,1.067538,4.985256,6.867286,4.586929,4.702434,6.347507,3.113274
08.wav,10.580000,2.226574,4.760162,4.954581,3.383906,4.096327,6.657054,3.909024,2.689561,6.732119,2.227193
08.wav,10.600000,5.700147,2.168485,4.326052,1.693703,7.028021,3.824028,5.197969,5.995433,6.891503,5.456151
08.wav,10.620000,5.126632,1.431270,1.294633,1.816762,2.754889,2.866336,3.675352,3.812149,5.575772,2.104523
08.wav,10.640000,5.438144,3.054551,1.725385,3.471097,2.614400,6.537754,1.904380,3.313948,2.288589,2.999866
08.wav,10.660000,5.798651,1.031426,2.696344,4.534140,2.668964,7.219742,5.892939,4.518740,2.380543,2.441238
08.wav,10.680000,4.114212,4.254558,2.355810,1.273278,3.879935,5.072131,1.639522,3.253579,4.817767,2.834631
08.wav,10.700000,2.261824,3.508934,3.143786,1.743719,4.592965,2.616890,3.097938,4.842807,4.845541,5.652599
08.wav,10.720000,3.108223,2.056996,3.438185,4.821912,3.754657,2.754405,6.170921,5.246139,3.582856,3.982865
08.wav,10.740000,1.226277,2.369015,1.090755,2.359518,4.674260,3.868498,5.604138,5.113040,1.992939,3.935809
08.wav,10.760000,3.598218,0.274150,2.635179,2.008763,7.125956,5.011980,4.272205,4.568772,2.491916,2.308325
08.wav,10.780000,1.890316,2.373845,4.860309,5.109469,6.424804,2.856301,5.373157,1.881864,5.752991,1.903142
08.wav,10.800000,3.495533,4.375133,4.260255,5.134208,6.150548,3.182441,4.345181,1.898035,3.910413,5.409031
08.wav,10.820000,5.137850,1.683109,1.166057,4.983851,4.423208,6.953695,5.736463,5.145605,5.168191,1.345910
08.wav,10.840000,3.164128,4.659062,0.605934,3.291718,6.692230,6.982504,2.109527,4.386553,6.647101,5.346329
08.wav,10.860000,1.804408,2.033517,3.419164,2.963229,5.209153,6.129722,3.612931,3.862198,2.925586,5.563686
08.wav,10.880000,1.303555,2.195335,3.679828,3.390468,5.830726,4.405229,4.526116,2.446207,5.146818,5.998708
08.wav,10.900000,2.913870,3.469109,3.337538,4.684068,6.883372,4.581000,5.236935,5.579157,3.291220,1.338565
08.wav,10.920000,1.974362,1.560505,4.823832,2.038057,6.871353,3.887533,2.763883,6.152313,2.988049,3.601326
08.wav,10.940000,5.410681,4.788915,0.123707,1.313560,5.567869,5.649761,5.070947,3.149254,5.165500,3.882682
08.wav,10.960000,1.130499,1.831433,2.002714,4.443492,5.128005,2.508184,5.176614,3.656869,5.965304,4.900969
08.wav,10.980000,3.371393,0.158081,4.771121,1.240013,6.427122,5.180234,5.022051,2.736702,5.500862,3.153759
08.wav,11.000000,4.591411,0.416728,4.166753,4.502179,6.640771,6.943423,4.482828,3.064900,2.321989,2.969768
08.wav,11.020000,2.714936,0.776055,4.064708,5.226045,6.696825,5.084973,3.917262,1.352186,6.077522,4.411324
08.wav,11.040000,3.699055,3.405997,4.182459,5.528335,3.705873,5.688157,2.748378,2.382089,3.156952,1.929194
08.wav,11.060000,2.418068,1.055740,0.428275,3.465252,6.845814,3.177210,4.093193,4.574748,3.602564,1.430475
08.wav,11.080000,2.317848,4.935065,4.292242,2.005825,3.133033,6.594179,2.533620,3.746076,1.967532,2.814103
08.wav,11.100000,1.193678,0.536528,1.047362,3.744223,3.177852,6.677146,3.277414,4.605785,2.173270,1.368263
08.wav,11.120000,2.583732,1.311232,0.699458,2.985490,4.640872,6.999346,3.114272,3.646948,4.329751,1.360870
08.wav,11.140000,5.789074,0.683206,1.443636,1.313939,4.161291,6.207578,4.241856,4.564134,4.087553,3.794706
08.wav,11.160000,1.541318,5.004386,1.555988,2.741603,3.276791,6.947156,3.736395,1.235972,5.401659,4.148856
08.wav,11.180000,4.040434,1.510532,4.471208,4.124218,3.709634,7.424181,5.260201,3.277739,6.694708,3.230095
08.wav,11.200000,3.304954,4.503042,3.104391,5.119281,3.239018,4.860959,4.429531,2.797096,4.734512,4.213094
08.wav,11.220000,3.750284,3.997782,4.565328,0.850664,3.557767,3.112327,3.874427,6.077462,6.200834,4.930795
08.wav,11.240000,3.887957,0.528169,3.305338,5.618985,5.435671,6.303221,5.285820,1.497028,5.542304,1.622605
08.wav,11.260000,2.280020,2.692134,1.562632,5.486691,2.508628,3.316344,4.114889,2.857499,5.774466,2.329914
08.wav,11.280000,1.838807,3.108963,2.217382,4.168872,5.279154,2.866849,5.478067,6.027429,5.818910,5.714830
08.wav,11.300000,3.035275,2.682940,2.970898,3.947421,3.577338,4.294223,5.500787,5.529635,1.974439,5.178124
08.wav,11.320000,2.983656,4.716851,4.546340,3.595366,4.492407,4.964246,5.401731,3.660664,2.003068,3.521462
08.wav,11.340000,4.520450,0.265642,0.743129,5.591409,5.591018,3.449011,5.569987,5.297693,5.115680,1.557592
08.wav,11.360000,3.455657,0.709034,3.964391,4.776332,2.775351,3.844842,5.893076,2.108142,3.111764,5.290905
08.wav,11.380000,1.788110,0.853018,0.278248,2.079567,2.431874,3.434299,5.885702,4.568655,4.272388,2.502828
08.wav,11.400000,3.088671,3.387350,1.772592,2.070307,3.363658,6.482374,3.165057,5.203976,3.957739,2.333284
08.wav,11.420000,2.247664,3.222031,3.775177,4.980141,4.136887,2.669331,6.281906,2.202359,6.186497,4.684080
08.wav,11.440000,5.454387,0.609457,4.384642,3.141537,6.571026,3.511124,6.423544,5.168595,2.552118,3.677576
08.wav,11.460000,5.668812,2.876200,5.024903,2.637124,4.364082,5.561421,4.062161,4.531506,6.229900,4.693639
08.wav,11.480000,4.858330,1.674281,1.360504,3.623590,5.188981,2.588815,3.021060,3.883240,5.864101,4.758832
08.wav,11.500000,4.991432,1.357093,3.747988,3.860591,2.890038,5.759850,2.707695,5.357070,4.075038,3.321220
08.wav,11.520000,2.025382,4.494727,1.098651,2.948207,3.087842,4.684287,1.667195,3.387528,2.973402,1.412016
08.wav,11.540000,3.745156,1.185663,2.803122,2.937489,7.065077,2.609507,6.100701,2.772134,2.933758,5.679042
08.wav,11.560000,3.452880,0.464149,0.620505,5.215940,5.707200,4.378509,2.375815,2.048201,5.343216,5.341710
08.wav,11.580000,4.965270,3.429384,5.021327,3.416572,2.757710,7.155918,6.269766,5.962047,5.576021,3.443428
08.wav,11.600000,4.363507,3.963791,4.076903,3.478844,6.858697,5.992117,4.380873,1.935090,5.740522,3.264180
08.wav,11.620000,3.768655,1.831145,2.515552,2.122601,6.499361,3.337270,6.520614,5.810683,2.911065,2.337404
08.wav,11.640000,3.245597,1.685851,2.951653,1.379684,6.059580,6.029431,6.196795,1.857371,2.750541,2.860189
08.wav,11.660000,2.718811,2.274502,4.855977,2.260199,3.410564,6.037372,5.008829,1.335317,6.086036,3.118619
08.wav,11.680000,5.236762,4.893619,3.822238,3.702881,5.198399,6.963170,5.361981,4.570969,4.730658,4.898281
08.wav,11.700000,1.786006,4.747367,1.642220,4.251073,3.443289,6.467536,2.751448,1.406683,3.739895,3.439866
08.wav,11.720000,3.036941,0.728297,0.585494,5.124881,2.660784,5.330326,1.557156,5.256807,5.369523,1.673422
08.wav,11.740000,2.975297,1.800796,1.036483,2.189438,3.933838,5.498497,4.447348,2.201611,4.659011,4.149084
08.wav,11.760000,5.000745,2.302891,2.583179,5.200298,4.489068,4.624811,3.959340,5.168701,6.944274,4.627443
08.wav,11.780000,4.138448,3.630294,0.185593,3.415827,4.317129,5.582278,2.942730,4.147851,2.512598,4.680460
08.wav,11.800000,2.653555,0.442553,3.780243,1.254764,6.789856,2.642164,3.120246,1.525682,5.062519,5.153858
08.wav,11.820000,2.878945,0.317007,0.145651,0.883808,7.146051,5.004306,4.533702,2.275191,3.316633,5.530289
08.wav,11.840000,2.522082,0.520338,3.328588,0.867561,4.805527,5.731746,2.927354,4.507824,5.698029,4.732734
08.wav,11.860000,3.093106,1.018154,1.215901,0.845213,4.779655,3.619514,4.802645,2.134311,5.212146,5.181108
08.wav,11.880000,3.662415,4.066999,4.948277,2.040367,4.717936,4.159892,3.717830,2.519171,3.168046,5.135893
08.wav,11.900000,3.690824,0.518091,4.446035,5.410343,6.396394,6.374454,2.051875,3.248737,2.531724,3.858110
08.wav,11.920000,5.429671,1.956903,3.131847,3.201851,4.214635,7.279467,5.820381,4.383746,3.071595,5.276770
08.wav,11.940000,4.244293,1.556065,0.449087,4.762499,6.078635,6.805540,1.784758,3.092033,6.245810,6.011833
08.wav,11.960000,2.069559,1.538883,3.982098,4.606384,7.094133,3.979788,2.210516,1.513936,2.317096,5.933190
08.wav,11.980000,5.663420,1.441129,4.787295,3.887891,6.565400,7.138404,1.718607,2.717800,4.273388,3.798415
08.wav,12.000000,3.781862,4.769962,0.419865,1.440315,6.993717,4.385691,4.085873,5.951012,6.285957,4.995661
08.wav,12.020000,5.340093,3.620554,0.649951,2.697131,6.441446,4.156739,2.175763,5.383784,2.876146,5.505073
08.wav,12.040000,1.999077,1.563843,3.547952,4.181408,4.604593,4.964340,2.577232,5.984835,3.184177,3.427104
08.wav,12.060000,2.998207,0.724562,0.855041,2.888078,4.066775,6.596732,2.262679,2.168687,2.529206,5.739889
08.wav,12.080000,5.493065,1.380008,4.861394,1.913279,2.994424,5.193542,3.099058,5.683061,2.099108,4.851230
08.wav,12.100000,3.935407,3.450202,3.373576,0.878279,4.629210,7.406464,5.531629,2.079979,3.054689,5.044280
08.wav,12.120000,5.152676,2.810033,2.206762,5.448106,3.622958,4.265729,3.223823,4.221841,5.119509,5.486615
08.wav,12.140000,2.642242,4.024867,3.545453,4.296548,3.011762,5.272189,1.627196,4.072973,4.506075,3.301878
08.wav,12.160000,3.617992,1.892850,4.789627,4.669336,6.216429,3.406067,2.516780,2.062967,2.289749,3.584774
08.wav,12.180000,3.601308,1.302134,1.187190,3.012802,5.008368,2.852851,3.822776,5.210139,2.530006,5.779884
09.wav,0.000000,4.595874,3.302470,0.295163,4.618898,3.568687,5.127787,3.759714,2.151498,6.110074,1.971328
09.wav,0.020000,3.889949,2.219667,0.224549,1.134997,4.813215,5.894953,3.448750,1.299587,6.224484,4.954773
09.wav,0.040000,3.376573,4.550579,2.026968,2.739871,6.595324,2.768573,3.366665,5.694666,5.959755,4.658927
09.wav,0.060000,1.396271,2.649304,2.751201,1.075526,6.366643,2.653178,4.451192,5.254753,2.085404,2.380130
09.wav,0.080000,3.369376,2.819276,1.470646,4.507465,5.018926,3.167508,6.182133,2.422571,6.861558,3.677480
09.wav,0.100000,3.862876,0.958558,4.401155,1.949124,4.392849,6.589042,6.523001,1.399262,4.129463,4.879805
09.wav,0.120000,5.114795,4.182190,2.084728,3.778763,2.435818,4.264963,3.936726,5.814827,6.134575,5.191684
09.wav,0.140000,0.879058,4.648189,4.196672,1.380631,5.775436,4.200120,2.653368,5.833314,2.143911,3.984738
09.wav,0.160000,4.791730,4.353598,4.956385,1.913130,2.498438,4.857622,6.247449,5.308359,4.078727,1.344927
09.wav,0.180000,4.324844,4.145003,0.622586,3.536460,2.904945,3.159279,4.057147,4.734766,6.638491,2.202113
09.wav,0.200000,4.742896,0.742526,4.670346,0.697237,6.809574,5.258141,5.469710,4.235158,2.799609,3.587167
09.wav,0.220000,2.184848,2.128282,4.280687,0.885836,5.424837,6.676208,6.532649,2.106859,4.915101,3.081586
09.wav,0.240000,3.154918,3.856175,0.501320,5.275898,5.061413,3.661124,4.031679,4.808313,2.311612,5.882769
09.wav,0.260000,5.004302,4.014515,0.077162,4.193768,4.997707,2.501624,1.702644,4.764793,4.466851,5.555517
09.wav,0.280000,3.055411,0.348881,1.451534,2.715705,6.193576,3.715048,1.908540,5.765225,6.314597,2.484380
09.wav,0.300000,1.162423,4.451839,1.906159,4.668442,6.019860,5.705202,4.741897,5.534837,2.211890,3.951254
09.wav,0.320000,4.672165,0.837424,2.468133,4.646941,6.775453,2.701753,5.479155,3.710825,3.400600,4.189759
09.wav,0.340000,5.547685,1.902397,3.700942,4.920750,3.683893,3.620726,5.366141,2.754259,6.115186,1.460153
09.wav,0.360000,0.921477,4.223482,2.896927,4.400380,7.298206,6.440535,5.848160,2.742627,5.775626,2.525695
09.wav,0.380000,1.103038,0.948902,3.264992,4.974308,5.770570,4.832060,2.240038,5.862598,3.700117,2.896763
09.wav,0.400000,1.261777,4.161835,1.832272,2.291646,2.571115,6.194963,4.304641,2.945498,2.333769,5.684571
09.wav,0.420000,2.902096,3.295250,3.750787,2.646633,6.153664,3.544050,3.796259,3.467722,3.478204,4.381636
09.wav,0.440000,3.022451,0.811228,0.875313,1.877957,6.487164,4.578594,2.983788,2.699429,3.502569,2.536651
09.wav,0.460000,1.710980,2.940185,4.548883,3.019263,6.796271,5.358246,6.320919,3.347889,6.152241,4.897918
09.wav,0.480000,3.686257,3.094628,1.174165,4.640647,2.753450,2.637517,5.866315,2.459066,4.572446,3.243149
09.wav,0.500000,5.620577,4.972001,4.128556,1.317520,5.831568,6.603327,3.020981,6.131779,5.690543,5.380524
09.wav,0.520000,2.633777,2.286466,3.114682,4.608158,4.624287,5.300506,2.826917,4.939442,1.978781,5.548281
09.wav,0.540000,3.336050,3.383717,1.984996,5.062985,3.323322,4.127279,3.594788,2.655737,3.092533,5.606175
09.wav,0.560000,5.676785,1.235179,2.096546,1.103050,5.652988,7.004491,3.546692,3.363605,3.398483,1.625456
09.wav,0.580000,5.752428,3.151622,4.925477,1.028379,3.968462,6.055811,2.670196,6.187729,6.461619,1.730621
09.wav,0.600000,1.954193,0.973940,1.542746,2.924952,3.460589,4.682140,5.565920,1.876187,6.819823,3.600639
09.wav,0.620000,5.245463,4.902713,0.080471,3.224805,5.566140,6.209411,5.767324,3.293241,4.003600,2.446471
09.wav,0.640000,1.975448,4.961255,1.856203,5.010225,2.609318,3.231657,5.755567,4.300987,2.083361,3.532410
09.wav,0.660000,3.228874,1.085172,3.922394,2.077593,6.630933,7.423307,2.487998,5.579726,3.335428,1.286512
09.wav,0.680000,5.190829,0.802739,2.279822,4.377439,5.455838,6.078201,2.262817,3.622048,2.338802,3.375442
09.wav,0.700000,5.383521,2.603041,3.046635,5.500286,4.927609,6.715434,4.438212,5.832896,3.524628,5.670533
09.wav,0.720000,4.137121,2.381017,0.127601,4.938922,6.565017,4.818375,3.387328,3.725793,5.345833,2.131053
09.wav,0.740000,5.262477,0.353593,3.673664,4.154933,6.140497,6.975714,4.440019,2.583462,3.122094,2.257644
09.wav,0.760000,4.444728,2.185073,1.366945,1.794084,7.354361,5.061996,1.843611,2.027817,5.462901,5.806967
09.wav,0.780000,2.051108,4.841018,1.404820,0.879621,2.737530,2.539523,1.616182,2.593437,5.920998,4.310777
09.wav,0.800000,5.742678,1.773104,3.182491,2.330659,2.660063,4.340894,6.239858,5.686080,6.512743,2.776043
09.wav,0.820000,2.177715,2.930342,2.896339,5.197450,6.454674,6.087194,3.324286,3.022538,6.494082,5.740062
09.wav,0.840000,1.181749,4.599912,0.727169,4.224964,6.336825,6.838036,1.984369,3.499494,5.530711,4.054717
09.wav,0.860000,2.685064,2.627978,4.505412,5.499807,6.242982,6.733943,5.031618,2.839317,2.077059,3.720238
09.wav,0.880000,2.486379,2.081191,2.960848,0.745527,3.809701,3.333246,5.205126,3.296497,6.344081,2.543957
09.wav,0.900000,2.450874,2.986362,1.267296,2.307379,5.379671,6.455629,3.454781,5.615471,6.118551,4.262061
09.wav,0.920000,2.119175,0.716768,4.266164,3.195620,2.955261,5.718866,4.334725,6.103337,3.681093,4.131997
09.wav,0.940000,1.117639,0.359233,0.568859,3.102454,5.813283,5.753679,6.510883,5.575853,5.986613,2.206442
09.wav,0.960000,0.999505,2.545334,2.627744,3.500877,5.957284,3.268571,2.185050,1.302792,3.340659,5.745234
09.wav,0.980000,2.037058,3.212328,2.268069,5.439085,6.827574,3.375043,3.929915,5.548465,6.248056,3.945192
09.wav,1.000000,4.502479,4.422070,3.143525,5.355967,4.813773,5.232491,4.383183,4.877561,4.806727,4.306847
09.wav,1.020000,4.496063,3.107949,4.363801,0.720114,6.847570,5.247755,2.290789,4.916612,2.939851,2.687257
09.wav,1.040000,4.939587,2.754036,4.036858,3.381196,6.000415,7.238357,4.606729,6.041264,2.098151,3.597341
09.wav,1.060000,4.199674,3.776042,1.539033,1.610740,3.512881,5.915247,2.207517,4.545339,4.054000,4.847865
09.wav,1.080000,5.535000,0.462813,1.311180,3.085426,5.624438,5.228853,2.950044,4.455919,4.622330,2.039893
09.wav,1.100000,3.801820,0.228795,0.119053,0.759623,3.748245,3.707638,4.498215,1.382566,1.970624,5.989130
09.wav,1.120000,4.955531,1.012650,1.472564,4.000215,5.767126,5.743985,1.773478,2.881639,6.066393,2.405891
09.wav,1.140000,4.058636,2.530795,1.993860,0.885510,7.157266,4.321139,5.071878,5.547281,5.611611,1.452910
09.wav,1.160000,5.311912,0.666140,4.449309,1.557941,5.365584,7.023749,3.476527,3.246436,5.048317,3.106647
09.wav,1.180000,4.656965,3.400467,4.100023,2.424494,3.892123,2.646200,2.504326,1.281392,6.909126,5.266889
09.wav,1.200000,4.796530,4.560470,4.985938,5.040527,4.253274,4.623336,2.214038,4.358705,5.295019,2.163163
09.wav,1.220000,2.793070,1.060731,4.602700,1.867238,7.192102,7.037061,2.727654,2.500663,4.609334,5.979417
09.wav,1.240000,4.467866,0.580318,1.851074,5.141800,5.187284,3.998115,5.567984,3.584299,6.123431,1.604091
09.wav,1.260000,2.506972,2.277981,3.911115,5.050681,4.802648,4.340672,5.482282,3.503919,4.508292,1.320399
09.wav,1.280000,4.563889,1.213813,4.587273,4.182454,6.451692,4.463584,6.442519,1.954826,6.522566,1.232427
